,Link,Date Time,Location,Title,Content,Category
0,https://news.detik.com/berita-jawa-timur/d-5316356/ungkap-kasus-tabrak-lari-polantas-sidoarjo-dapat-penghargaan,"Kamis, 31 Des 2020 14:51 WIB",Sidoarjo,"Ungkap Kasus Tabrak Lari, Polantas Sidoarjo Dapat Penghargaan","Sidoarjo - Kinerja Sat Lantas Polresta Sidoarjo mendapatkan apresiasi dari Polda Jatim. Apresiasi itu berupa penghargaan untuk pengungkapan kasus tabrak lari.
Pemberian penghargaan dilakukan oleh Ditlantas Polda Jatim di lapangan Sat PJR Polda Jatim kepada Kasat Lantas dan penyidik laka lantas atas keberhasilan mengungkap kasus tabrak lari yang terjadi di wilayah hukum Polresta Sidoarjo.
Kasat Lantas Polresta Sidoarjo AKP Wikha Ardilestanto mengatakan penghargaan diberikan setelah pihaknya berhasil mengungkap kasus tabrak lari di wilayah Waru tepatnya di Jalan Raya Perum Pondok Candra. Kejadiannya pada Minggu 20 Desember 2020. Kejadiannya adalah kecelakaan anak balita yang menjadi korban tabrak lari oleh pengendara motor.
Baca juga:
Balap Liar di Sidoarjo Dibubarkan, 100 Motor Diamankan
""Penghargaan ini diberikan kepada Kasat Lantas dan anggota unit Laka Lantas yang mampu mengungkap kasus tabrak lari,"" kata Wikha kepada detikcom, Kamis (31/12/2020).
Wikha menjelaskan penghargaan tersebut diharapkan mampu menambah motivasi anggota dalam bekerja, khususnya dalam penanganan kecelakaan. Sehingga nantinya akan berimbas pada peningkatan kualitas kinerja Satlantas secara keseluruhan.
""Semoga prestasi ini mampu memberikan motivasi terhadap anggota, dan ke depannya dalam penanganan laka lebih cepat, tepat, dan akurat,"" tambah Wikha.
Baca juga:
Yuk ke Pos Yan Sidoarjo Berkonsep Kafe Milenial Ini, Kopinya Gratis Lho
Sementara itu Kanit Laka Polresta Sidoarjo AKP Sugeng Sulistiyono mengatakan adanya penghargaan itu akan menambah motivasi dan memacu kinerja anggota khususnya unit Laka Polresta Sidoarjo. Ke depan, sesuai arahan dan petunjuk pimpinan, pihaknya akan membentuk tim khusus untuk menangani dan mengungkap kasus tabrak lari.
""Guna memberikan kepastian hukum dan edukasi kepada masyarakat untuk bertanggung jawab ketika terlibat laka lantas. Kami mengharapkan masyarakat jangan takut untuk melapor. Bila mengetahui dan atau terlibat laka lantas, biasakan langsung melapor ke kepolisian terdekat,"" kata Sugeng.
(iwd/iwd)
polresta sidoarjo
tabrak lari
penghargaan
birojatim",detikNews
1,https://news.detik.com/berita-jawa-timur/d-5315460/kasus-curat-dan-penipuan-tertinggi-di-tuban-selama-2020,"Rabu, 30 Des 2020 18:24 WIB",Tuban,Kasus Curat dan Penipuan Tertinggi di Tuban Selama 2020,"Tuban - Kasus kriminal di Tuban mengalami penurunan. Pada 2019 kasus kriminal mencapai 420, sementara tahun ini ada 366 kasus.
Ratusan kasus kriminal tahun ini terdiri dari 305 kasus kriminalitas umum, serta 61 kasus kriminalitas khusus. Jenis kejahatan terbanyak yakni penipuan, mencapai 66 kasus. Lalu curat ada 46 kasus, curanmor 32 laporan, pencurian biasa 27 kasus dan perjudian 20 kasus.
Kapolres Tuban AKBP Ruruh Wicaksono mengatakan, ada tiga kejadian menonjol yang pihaknya tangani. Yang pertama dugaan pembunuhan pada Januari 2020 di Kecamatan Montong yang dihentikan penyelidikannya. Sebab korban diduga bunuh diri karena mengalami gangguan jiwa.
Baca juga:
Kasus COVID-19 Bertambah, Wisata Ngawi Ditutup Selama Libur Tahun Baru
Kedua, kasus pembunuhan di Dusun Jamong, Desa Sobontoro, Kecamatan Tambakboyo pada Juni 2020. Yang ketiga kasus tindak pidana korupsi penyalahgunaan Bantuan Pangan Non Tunai (BPNT) yang melibatkan perangkat Desa Socorejo, Kecamatan Palang, yang saat ini berkasnya sudah dilimpahkan ke Kejaksaan Negeri Tuban.
Menurutnya, jumlah kasus kecelakaan lalu lintas juga mengalami penurunan. Dari 1.141 kecelakaan pada 2019, turun sekitar 30 persen di 2020 menjadi 791 kecelakaan.
Sementara terkait penyalahgunaan narkoba, Ruruh menyampaikan, ada 70 kasus di tahun 2020. Dengan rincian 49 kasus sabu, 5 kasus ganja, 2 kasus karnopen dan 14 kasus dobel l. Jumlah tersangka mencapai 73 orang, yang terdiri dari 39 pengedar dan 34 pemakai.
Kapolres Tuban juga memaparkan upaya-upaya yang dilakukan Polres Tuban dalam penanggulangan COVID-19. Antara lain pendirian Kampung Tangguh Semeru di 20 kecamatan, pemberian Bansos berupa beras 42 ton, memberikan bantuan vitamin dan suplemen serta masker gratis kepada masyarakat, hingga melaksanakan Operasi Yustisi bersama instansi terkait.
Baca juga:
Angka Kecelakaan Lalu Lintas di Lamongan Turun Jika Dibanding 2019
Kasat Lantas Polres Tuban AKP Argo Budi Sarwono menyampaikan, penurunan angka kecelakaan dipengaruhi beberapa aspek. Antara lain aspek preemtif, preventif dan represif serta faktor-faktor yang datang dari pihak lain.
Salah satunya larangan mudik saat Lebaran, sehingga mengurangi mobilitas kendaraan, sehingga angka kecelakaan menurun.
Anev ini sebagai wujud akuntabilitas Polres Tuban, dalam melakukan tanggung jawabnya kepada masyarakat Tuban pada umumnya, mengenai pencapaian Polres Tuban dalam satu tahun.
(sun/bdh)
kasus kriminal
curat
penipuan
birojatim",detikNews
2,https://news.detik.com/berita-jawa-timur/d-5314695/angka-kecelakaan-lalu-lintas-di-lamongan-turun-jika-dibanding-2019,"Rabu, 30 Des 2020 12:19 WIB",Lamongan,Angka Kecelakaan Lalu Lintas di Lamongan Turun Jika Dibanding 2019,"Lamongan - Angka kecelakaan lalu lintas di Lamongan menurun jika dibanding 2019. Jumlah korban yang meninggal juga mengalami penurunan.
Kapolres Lamongan AKBP Harun mengatakan, tahun ini tercatat ada 794 kasus laka lantas yang ditangani. Sementara tahun lalu atau 2019 ada 973 kasus.
""Ada penurunan. Untuk korban laka lantas yang meninggal dunia juga mengalami penurunan. Pada 2019 tercatat ada 192 korban meninggal. Sementara tahun ini 141 korban. Turun 51,"" kata AKBP Harun dalam keterangan rilis akhir tahun di mapolres, Rabu (30/12/2020).
Baca juga:
Pak Menteri PUPR, Jalanan Gresik hingga Bojonegoro Rusak Perlu Perbaikan
Menurut Harun, pada 2019, korban luka berat akibat laka lantas ada 11 orang. Pada 2020 turun menjadi 5 orang. ""Kalau untuk korban luka ringan juga mengalami penurunan. Jika pada 2019 di atas seribu yaitu 1.267, maka tahun ini turun menjadi 946,"" tambahnya.
Kerugian material karena laka lantas sepanjang 2020 juga bisa ditekan. Jika pada 2019 mencapai Rp 2,1 miliar, tahun ini ditekan menjadi Rp 1,1 miliar.
""Kejadian laka lantas sepanjang 2020 juga masih didominasi oleh karyawan swasta yang mencapai 531,"" terang Harun.
Baca juga:
Ban Pecah, Minibus Berpenumpang 9 Orang Terguling di Tol Gempas
Terkait pelanggaran lalu lintas, Harun menyebut, tahun ini polisi juga menekan angkanya. Dari 29.799 kasus di 2019 menjadi 17.195 kasus di 2020. Pelanggaran lalu lintas masih didominasi soal kelengkapan surat-surat berkendara, yaitu sebesar 7.863 kasus. Yang tidak memakai helm sebanyak 2.618 kasus.
""Kami mengimbau kepada semua masyarakat untuk tetap mematuhi aturan dalam berkendara dan mari menjadi pelopor tertib lalu lintas,"" pungkasnya.
(sun/bdh)
kecelakaan
kecelakaan di lamongan
birojatim",detikNews
3,https://news.detik.com/berita-jawa-timur/d-5314654/puluhan-kasus-kriminal-di-trenggalek-belum-terungkap,"Rabu, 30 Des 2020 11:40 WIB",Trenggalek,Puluhan Kasus Kriminal di Trenggalek Belum Terungkap,"Trenggalek - Polisi Trenggalek masih memiliki puluhan kasus kriminal yang belum terselesaikan di 2020. Di antaranya pencurian kendaraan bermotor, penipuan hingga pencurian dengan pemberatan.
Kapolres Trenggalek AKBP Doni Satria Sembiring mengatakan, selama setahun terakhir jumlah kasus kriminal mencapai 181 kasus. Dari jumlah itu, 158 kasus atau 87,2 persen bisa diungkap. Sedangkan 23 kasus belum terungkap.
""Kalau melihat trennya, jumlah kasus kriminal tidak ada peningkatan dibanding 2019. Tahun ini 181 kasus, sedangkan 2019 ada 217 kasus. Yang meningkat adalah pengungkapannya. Jika tahun 2019 hanya 64,5 persen, sekarang naik menjadi 87,2 persen,"" kata Doni, Rabu (30/12/2020).
Baca juga:
Polsek di Gresik Ini Kebanjiran, Dua Tahanan Dipindahkan
Ia menjelaskan, ada beberapa pengungkapan kasus yang menonjol selama 2020. Salah satunya adalah dugaan perusakan kawasan yang dialihfungsikan menjadi tambak udang vanamei, di pesisir selatan Trenggalek. Dalam kasus tersebut pihaknya menetapkan dua tersangka.
""Pengungkapan perusakan lingkungan itu merupakan yang pertama di Jatim dan ke-4 di Indonesia. Kami juga mendapatkan apresiasi dari saksi ahli dari IPB, maupun jajaran lingkungan hidup di Jatim,"" ujarnya.
Doni menambahkan, selain kasus lingkungan, pihaknya juga mengungkap kasus teror bom molotov yang terjadi di Desa Ngadirejo, Kecamatan Pogalan.
Sedangkan kasus dengan pengungkapan tercepat adalah pelanggaran Undang-Undang Informasi dan Transaksi Elektronik. Polisi dengan mudah mendapatkan bukti dugaan pelanggaran dari unggahan yang dilakukan tersangka di laman Facebook.
Baca juga:
Polisi Lamongan Sosialisasi ke Bengkel soal Larangan Knalpot Brong
Di bidang lalu lintas, Polres Trenggalek juga mencatat terjadi penurunan. Dari 544 kasus di tahun 2019 turun menjadi 437 kejadian. Korban meninggal dunia juga mengalami penurunan dari 65 orang menjadi 58 orang.
""Yang terlibat kecelakaan paling banyak berusia antara 16-30 tahun dan 51 tahun ke atas,"" pungkasnya.
(sun/bdh)
kasus kriminal
curanmor
polres trenggalek
birojatim",detikNews
4,https://news.detik.com/berita-jawa-timur/d-5311636/tragis-sopir-truk-di-pacitan-lindas-anak-sendiri-hingga-tewas,"Senin, 28 Des 2020 09:52 WIB",Pacitan,"Tragis, Sopir Truk di Pacitan Lindas Anak Sendiri Hingga Tewas","Pacitan - Nahas menimpa Rista Narawungsu (3), warga Desa Sanggrahan, Kecamatan Kebonagung. Bocah perempuan itu tewas terlindas truk yang dikemudikan SR (51) yang tak lain ayahnya sendiri. Kasus tersebut tengah ditangani polisi.
""Anggota sudah melakukan olah TKP, meminta keterangan saksi, dan mengamankan barang bukti,"" kata Kanit Lakalantas Satlantas Polres Pacitan, Ipda Amrih Widodo, Senin (28/12/2020).
Musibah pada Minggu (27/12) petang hari itu bermula saat truk engkel nopol AE 8042 UY melintas di jalan desa. Kala itu truk berwarna kuning yang dikemudikan SR bermuatan kayu sengon. Kayu gelondongan itu hendak dikirim ke pabrik plywood yang terletak di desa tetangga.
Baca juga:
Lindas Anak Pakai Truk hingga Tewas, Pria di Aceh Ngaku Tak Sengaja
Saat kendaraan mendekati tempat tinggal SR, anaknya yang bernama Rico menghampiri dan menyetop truk sarat muatan itu untuk meminta uang jajan. Usai memberikan sejumlah uang, SR pun bermaksud melanjutkan perjalanan.
Namun saat truk baru berjalan sekitar 10 meter, Rico yang merupakan anak ketiga SR berteriak histeris. SR pun kembali mengerem truk lalu turun dari kabin. Betapa terkejut saat dirinya mendapati anak bungsunya bernama Rista sudah tergeletak di belakang truk.
Diduga saat sang kakak mencegat ayahnya di tepi jalan, bocah perempuan itu tanpa disadari menyusul. Celakanya, posisi korban sangat dekat dengan moncong bagian depan truk. Sehingga keberadaannya tak terlihat dari bangku kemudi.
Baca juga:
Alibi Tak Sengaja Bapak Lindas Anak dengan Truk hingga Meregang Nyawa
""Posisi korban berada di blind spot. Sehingga kemungkinan besar pengemudi tidak dapat melihat keberadaan korban,"" kata Amrih.
Tentu saja peristiwa kecelakaan maut itu menggegerkan warga sekitar. Mereka berbondong-bondong menuju lokasi untuk memberi pertolongan. Korban segera dibawa ke puskesmas terdekat untuk mendapat perawatan. Namun nyawanya tak terselamatkan akibat luka terbuka di kening.
(iwd/iwd)
sopir truk
sopir truk lindas anak
ayah lindas anak
tewas terlindas truk
tewas terlindas
truk
birojatim",detikNews
5,https://news.detik.com/berita-jawa-timur/d-5311443/pikap-masuk-parit-di-jalur-malang-surabaya-dua-orang-luka-ringan,"Minggu, 27 Des 2020 21:53 WIB",Pasuruan,"Pikap Masuk Parit di Jalur Malang-Surabaya, Dua Orang Luka Ringan","Pasuruan - Sebuah pikap terjun ke parit di jalan umum jurusan Malang-Surabaya, tepatnya di Desa/Kecamatan Purwodadi, Kabupaten Pasuruan. Kendaraan bak terbuka yang dikemudikan sopir perempuan itu masuk parit setelah menghindari kendaraan lain.
Kanit Laka Lantas Polres Pasuruan Iptu Marti mengatakan kecelakaan terjadi pukul 12.15 WIB. Lokasi kejadian di jalan menyempit karena perbaikan jembatan.
""Kecelakaan bermula saat pikap melaju dari arah Malang-Surabaya di lajur lambat. Saat di lokasi penyempitan jalan karena perbaikan jembatan, di lajur cepat melaju kendaraan lain sehingga pikap menghindar ke arah kiri,"" kata Marti, Minggu (27/12/2020).
Baca juga:
Elf Terbakar di Tol Madiun-Nganjuk hingga 3 Orang Tewas, Sopir Diduga Ngantuk
Setelah menghindar, laju kendaraan tak terkendali sehingga masuk ke parit. ""Saat menghindar ke kiri, pikap masuk ke dalam parit sebelah kiri jalan,"" terang Marti.
Meski kondisi pikap rusak berat, pengemudinya, Yuliani Magfiro (34) warga Jalan Untung Suropati, Pohjentrek, Pasuruan, selamat. Begitu juga penumpangnya, Abdul Firmansyah (17) hanya mengalami luka ringan. Mereka mendapatkan perawatan di puskesmas setempat.
""Sebabnya pengemudi pikap kurang hati - hati dan konsentrasi sehingga mengakibatkan terjadinya kecelakaan lalu lintas,"" pungkas Marti.
(fat/fat)
kecelakaan di pasuruan
birojatim",detikNews
6,https://news.detik.com/berita-jawa-timur/d-5311325/viral-pemotor-terobos-lampu-merah-terlibat-kecelakaan-di-situbondo,"Minggu, 27 Des 2020 19:36 WIB",Situbondo,Viral Pemotor Terobos Lampu Merah Terlibat Kecelakaan di Situbondo,"Situbondo - Rekaman kecelakaan terobos traffic light di Situbondo, viral. Dalam video berdurasi 15 detik itu, tampak pemotor nekat menerobos lampu merah dan akhirnya kecelakaan. Akibat keceroboan tersebut, sepeda motor itu pun tertabrak mobil yang datang dari arah samping.
Pemotor tampak terpelanting hingga lebih dari 1 meter. Termasuk sepeda motornya yang jatuh bergelimpangan di atas aspal jalan raya. Rekaman CCTV laka lantas itu hingga kini banyak beredar. Termasuk di grup maupun story whatsapp.
""Dari rekaman CCTV itu cukup jelas, pengemudi sepeda motor menerobos lampu merah hingga terjadi kecelakaan,"" ujar Kanit Laka Satlantas Polres Situbondo Iptu Agus Siswanto kepada detikcom, Minggu (27/12/2020).
Informasi yang diperoleh, insiden kecelakaan itu terjadi di dekat monumen Ancak Agung, tepatnya di traffic light persimpangan Sarworini, sekitar pukul 17.14 Wib Sabtu (26/12) sore. Saat itu, pengemudi sepeda motor Honda BeAT P 4565 FM datang dari arah Jalan Cempaka (Selatan).
Baca juga:
Ban Pecah, Minibus Berpenumpang 9 Orang Terguling di Tol Gempas
Menjelang traffic light sisi selatan, lampu lalu lintas yang semula hijau tiba-tiba jadi merah. Entah karena kurang konsentrasi atau sebab lain, pengemudi motor yang belakangan diketahui sebagai Sunanto, warga Desa Kilensari Kecamatan Panarukan, malah nekat menerobos. Pria 20 tahun itu terus melajukan sepeda motornya menyeberang jalan menuju arah Jalan WR Soepratman.
Dia seolah tak peduli, meski kendaraan yang dari arah barat sudah mulai jalan karena lampu hijau. Sunanto malah nekat melintas di depan mobil yang sedang berjalan dari arah barat. Akibatnya, sepeda motor korban pun seketika tertabrak mobil Kijang Innova bernopol B 1265 SOC, yang dikemudikan Naning asal Jakarta.
Dari kejadian itu, Agus mengimbau kepada seluruh pengendara baik roda dua maupun empat, untuk lebih mematuhi rambu-rambu di jalan raya. Khususnya, selama operasi Lilin berlangsung. Mengingat, volume kendaraan yang melintas di jalan pantura Situbondo cukup mengalami peningkatan.
""Baik saat operasi maupun tidak, pengendara harus selalu mematuhi aturan dan rambu lalu lintas yang ada. Ini semua demi keselamatan di jalan raya,"" saran Iptu Agus Siswanto.
Tonton juga 'Kecelakaan di Jalan Trans Sulawesi, Seorang Wanita Tewas':
(fat/fat)
viral
kecelakaan di situbondo
terobos traffic light
birojatim",detikNews
7,https://news.detik.com/berita-jawa-timur/d-5311303/pak-menteri-pupr-jalanan-gresik-hingga-bojonegoro-rusak-perlu-perbaikan,"Minggu, 27 Des 2020 18:52 WIB",Gresik,"Pak Menteri PUPR, Jalanan Gresik hingga Bojonegoro Rusak Perlu Perbaikan","Gresik - Jalan nasional rute Duduk Sampeyan, Gresik hingga ke Deket, Lamongan banyak lubang dan bergelombang. Jalanan ini, dikeluhkan warga yang melintas dan rawan kecelakaan.
Salah satu pengguna jalan, Sholeh mengatakan dirinya setiap hari pulang pergi dari Sidoarjo ke Lamongan via Bunder, Gresik. Setelah melewati kawasan Bunder, Sholeh memasuki daerah Duduk Sampeyan. Di daerah ini, banyak ditemukan lubang dan bergelombang.
""Ini jalur utama. Ya masuk pantura. Kalau dari Gresik, jalannya tidak enak mulai daerah Duduk Sampeyan sampai perbatasannya masuk Lamongan, itu gak enak jalannya,"" ujarnya kepada detikcom, Minggu (27/12/2020).
Setelah masuk perbatasan Lamongan, jalanan tetap banyak ditemukan lubang dan bergelombang. Menurut pria berusia 43 tahun itu, kondisi jalan yang rusak itu berpotensi menyebabkan kecelakaan.
Baca juga:
Hati-hati, Jalan Berlubang di Jalur Lamongan-Babat Rawan Kecelakaan
""Lalu dari perbatasan masuk Lamongan sampai kawasan Deket, tepatnya sebelum Stadion Surajaya sangat tidak enak. Itu (jalannya) gak enaknya kanan kiri, baik ke arah Surabaya atau ke Lamongan,"" keluhnya.
Sholeh yang setiap hari pulang pergi melewati jalur tersebut, terkadang melihat ada biker terjatuh. Truk-truk besar saja menghindari lubang-lubang tersebut.
""Lubang-lubangnya besar, ya diameter 30-50 cm. Terus bekas tambalan, kalau hujan gini bolong lagi, terus ada yang tambalannya tidak rata dan itu di sepanjang jalan. Saya sendiri naik mobil, khawatir as roda saya putus, jadi terpaksa menghindar,"" terangnya.
Sementara pengendara lain, Fahrizal mengaku dirinya sering berpergian dari Surabaya ke Lamongan via jalur tersebut. Menurutnya, jalanan di sana memang tidak 'ramah' terhadap pengguna jalan.
""Itu sudah lama. Sudah sejak belasan tahun, jalannya memang tidak enak. Banyak jeglongannya, gelombang juga,"" katanya.
Fahrizal menuturkan, setiap tahun jalanan yang berlubang biasanya diaspal/ditambal. Namun, tambalannya tidak rata.
""Tambalan aspalnya gak rata, jadi kadang bergelombang. Mungkin juga karena truk banyak lewat, kan jalur utama, jadi habis dibetulkan, gak lama rusak,"" tegasnya.
Baca juga:
Wah! Ada 2.353 Jalan Berlubang di Jateng, Terbanyak di Grobogan
Sebelumnya, jalan nasional rute Bojonegoro hingga Babat juga banyak berlubang. Rata-rata jalan berlubang ini berdiameter lebih dari 40 cm dengan kedalaman bervariasi antara 10 cm hingga 30 cm. Hal ini dikeluhkan pengendara, karena sangat membahayakan dan bisa mengakibatkan kecelakaan.
Banyak lubang menganga menghiasi jalan beraspal yang selalu ramai dilewati masyarakat selama 24 jam. Mulai dari kendararan roda dua hingga kendaraan berat. Rata-rata lubang ini berdiameter lebih dari 40 cm
Kondisi paling parah terlihat mulai di pertigaan traffic light Jalan Basuki Rahmat menuju arah ke Kota Babat. Sepanjang lebih dari 50 meter lubang-lubang dan jalan rusak terlihat hingga saat ini. Apalagi jika hujan deras, pasti ada kubangan-kubangan yang rawan kecelakaan.
(fat/fat)
jalan berlubang
jalur nasional
jalan nasional
jalur pantura
jalan rusak
birojatim",detikNews
8,https://news.detik.com/berita-jawa-timur/d-5311176/awas-jalur-nasional-bojonegoro-banyak-yang-berlubang,"Minggu, 27 Des 2020 16:15 WIB",Bojonegoro,"Awas, Jalur Nasional Bojonegoro Banyak yang Berlubang","Bojonegoro - Jalan nasional rute Bojonegoro hingga Babat banyak berlubang. Rata-rata jalan berlubang ini berdiameter lebih dari 40 cm dengan kedalaman bervariasi antara 10 cm hingga 30 cm. Hal ini dikeluhkan pengendara, karena sangat membahayakan dan bisa mengakibatkan kecelakaan.
Banyak lubang menganga menghiasi jalan beraspal yang selalu ramai dilewati masyarakat selama 24 jam. Mulai dari kendararan roda dua hingga kendaraan berat. Rata-rata lubang ini berdiameter lebih dari 40 cm
Kondisi paling parah terlihat mulai di pertigaan traffic light Jalan Basuki Rahmat menuju arah ke Kota Babat. Sepanjang lebih dari 50 meter lubang-lubang dan jalan rusak terlihat hingga saat ini. Apalagi jika hujan deras, pasti ada kubangan-kubangan yang rawan kecelakaan.
Selain itu, kerusakan jalan berlubang berada di sisi kanan kiri jembatan pacal turut Kecamatan Kapas-Balen. Para pengguna jalan selalu mendadak memperlambat laju kendaraannya jika akan melintasi jembatan Pacal. Hal ini banyak dikeluhkan pengendara kendaraan.
Baca juga:
Hati-hati, Jalan Berlubang di Jalur Lamongan-Babat Rawan Kecelakaan
""Jujur tiap hari saya ini pengguna Jalan Sumberejo ke Kota Bojonegoro. Tiap hari kalau lewat Jalan Raya Gampang hingga Margomulyo miris. Karena parah jalannya, bergelombang dan banyak lubang. Padahal rata rata naik kendaraan kenceng pengguna jalan ini,"" ujar salah satu pengendara motor, Yuni Puspitasari kepada detikcom, Minggu (27/12/2020).
Tak hanya itu, di ruas jalan nasional masuk Desa Kabunan hingga Margomulyo Kecamatan Balen, tak terhitung jumlah lubang di sana. Hingga saat ini, kondisi jalan berlubang itu belum mendapat perhatian dari pemerintah.
Bahkan ruas jalan yang masuk wilayah Desa Medalem, jalan rusak sempat ditanami pohon pisang oleh warga agar tidak membuat celaka pengguna jalan.
""Kita berharap pemerintah segera membenahi jalan nasional ini. Kita yang tinggal di pinggir jalan raya kadang kasihan kalau lihat orang jatuh karena nabrak lubang ini. Sehingga tak jarang kita ini nambal pakai tanah, ""ujar Agus Warga Margomulyo.
(fat/fat)
jalan berlubang
jalur nasional
jalan rusak
birojatim
jalan nasional
jalan pantura",detikNews
9,https://news.detik.com/berita-jawa-timur/d-5310510/mayat-tanpa-kepala-dan-kaki-ditemukan-di-pantai-modangan-malang,"Sabtu, 26 Des 2020 19:15 WIB",Malang,Mayat Tanpa Kepala dan Kaki Ditemukan di Pantai Modangan Malang,"Malang - Sesosok mayat dengan kondisi tak utuh ditemukan warga di Pantai Modangan, Desa Sumberoto, Kecamatan Donomulyo, Kabupaten Malang. Mayat sudah membengkak tanpa kepala dan kaki.
Plh Kapolsek Donomulyo,Ipda M Arif Karnawan mengatakan mayat yang ditemukan berjenis kelamin laki-laki. Awal mula, seorang pemancing mencium bau busuk di lokasi, setelah dilihat ternyata mayat seorang pria.
""Jenazah sudah dievakuasi ke RSSA, untuk dilakukan autopsi,"" ujar Karnawan saat dikonfirmasi, Sabtu (26/12/2020).
Baca juga:
Wisatawan yang Hilang di Pantai Bantul Ditemukan Tewas di Malang
Karnawan menyebut mayat laki-laki itu memiliki ciri-ciri tato di bagian tangan kiri. Namun, tato berbentuk tulisan itu, sudah tidak utuh.
""Ada tato di bagian tangan kiri, tapi sudah tidak utuh. Hanya beberapa huruf saja, yakni RTCIL,"" sebut Karnawan.
Evakuasi membutuhkan proses panjang, karena lokasi mayat berada di pinggiran tebing pantai. Tim gabungan harus berhati-hati, supaya tak tergelincir jatuh dihantam ombak pantai.
Baca juga:
Hii... Mayat Pria Tanpa Kepala Ditemukan di Pantai Malang Selatan
Menurut informasi yang dihimpun, mayat pria dalam kondisi tak utuh tersebut, diduga merupakan korban kecelakaan laut. Ada yang menyebut, pria itu tenggelam saat bermain ombak di pantai Parangkusumo, Yogyakarta pada 16 Desember lalu.
Korban bernama Fajar (20) Warga Sengon, Gantiwarno, Prambanan, Klaten Jawa Tengah. Namun keterangan lain, menyebut, korban adalah nelayan andong yang terhempas ombak saat melaut di pesisir selatan Pacitan.
""Ada yang mengenali ciri-ciri dari korban, dan keluarga tengah perjalanan menuju RSSA,"" pungkas Karnawan.
(iwd/iwd)
penemuan mayat
mayat tanpa kepala dan kaki
birojatim",detikNews
