,Link,Date Time,Title,Content,Category
0,https://jatimnow.com/baca-32400-bocah-3-tahun-di-pacitan-tewas-tertabrak-truk-yang-disopiri-ayahnya,"Senin :
28 Desember 2020 : 15:18:19",Bocah 3 Tahun di Pacitan Tewas Tertabrak Truk yang Disopiri Ayahnya,"jatimnow.com - Seorang bocah berumur 3 tahun di Pacitan tewas tertabrak truk yang disopiri ayahnya sendiri. Balita itu meninggal lantaran mengalami luka pada bagian kepala.
Banit Laka Sat Lantas Polres Pacitan, Brigadir Dian Oktrivian menyebut, kecelakaan itu terjadi Minggu (27/12/2020) sore. Namun peristiwa itu baru dilaporkan ke Unit Laka pada malam harinya.
Katanya, peristiwa itu terjadi di Dusun Tanggung, Desa Sanggrahan, Kecamatan Kebonagung, Kabupaten Pacitan. Truk engkel bernopol AE 8042 UY itu disopiri Suripto (61), ayah korban.
""Truk itu diparkir di depan rumah. Anak pertama si sopir saat itu meminta uang jajan,"" jelasnya, Senin (28/12/2020).
Setelah memberikan uang, Suripto bergegas naik ke kemudi truk untuk mengantarkan kayu sengon. Namun rupanya, anak keduanya yang bernama Rista berada di depan truk dan tertabrak.
""Korban mengalami luka terbuka pada kening, meninggal di TKP,"" terangnya.
Sementara Kepala Desa Sanggrahan, Sutarno mengaku melihat peristiwa itu dan menyebut tidak ada unsur kesengajaan. Karena saat anak pertama meminta uang, korban masih bermain di teras rumah. Ternyata saat truk jalan, korban berada sekitar truk.
""Tahunya pun saat Riko (anak pertama) teriak kalau adiknya terlindas. Setelah diberitahu, korban langsung dibawa ke puskemas tapi nyawanya tidak tertolong,"" pungkas Sutarno.",PERISTIWA
1,https://jatimnow.com/baca-32368-main-hp-gunakan-headset-pemuda-ini-tewas-tersambar-kereta-api,"Sabtu :
26 Desember 2020 : 14:55:10","Main HP Gunakan Headset, Pemuda ini Tewas Tersambar Kereta Api","jatimnow.com - Seorang pemuda tewas tersambar kereta api di Jalan Ketintang Baru, Gayungan, Surabaya, Sabtu (26/12/2020). Korban disebut tidak mendengar saat kereta melintas lantaran sedang memakai headset.
Informasi yang dihimpun, korban bernama Sugeng Santoso (27), warga Dukuh Blumbung, Kelurahan Pangkal, Kecamatan Sawo, Kabupaten Ponorogo yang sehari-hari indekos di Jalan Ketintang Baru 18, Surabaya.
Kapolsek Gayungan, Kompol Gatot Harianto membenarkan peristiwa tersebut. Ia mengatakan jika saat ini pihaknya masih melakukan penyelidikan.
""Iya, kejadian tadi pagi sekitar pukul 05.15 Wib di perlintasan kereta api Jalan Ketintang Baru 18. Jenazah korban tadi sudah dievakuasi ke RSU dr Soetomo,"" kata Gatot saat dihubungi jatimnow.com.
Gatot menjelaskan, korban tertabrak kereta api saat duduk-duduk di atas rel. Dari keterangan sejumlah saksi, Gatot menyebut bahwa korban saat itu sedang menikmati kopi sambil mendengarkan musik di handphone (HP) menggunakan headset.
Diduga korban tidak mendengar ada kereta api yang melintas, sehingga korban tersambar dan tewas di lokasi kejadian.
""Tempat kos korban ini dekat rel kereta api. Menurut keterangan teman sekamar korban, setelah membuat kopi korban langsung duduk-duduk di atas rel sambil dengerin musik pakai headset itu. Sehingga ada kereta api melintas korban tidak mendengar, akhirnya tertabrak,"" papar Gatot.
Saat ini jenazah korban masih di Kamar Mayat RSU dr Soetomo Surabaya. Polisi juga masih melakukan penyelidikan sembari menunggu keluarga korban datang.",PERISTIWA
2,https://jatimnow.com/baca-32349-mensos-merangkap-wali-kota-risma-dianggap-tabrak-dua-undangundang,"Rabu :
23 Desember 2020 : 21:18:04","Mensos Merangkap Wali Kota, Risma Dianggap Tabrak Dua Undang-undang","jatimnow.com - Wali Kota Surabaya Tri Rismaharini (Risma) sudah resmi dilantik menjadi Menteri Sosial (Mensos), Rabu (23/12/2020). Risma mengaku telah meminta izin Presiden Jokowi. Bolehkah mensos merangkap sebagai wali kota, meski hanya sementara?
Setelah resmi dilantik dan melakukan serah terima jabatan, Risma sudah bisa memulai tugas barunya sebagai Mensos.
Namun, Risma menyebut untuk sementara bakal masih merangkap jabatan sebagai mensos dan wali kota Surabaya. Risma menyebut Presiden Jokowi sudah mengizinkannya untuk sementara pulang-pergi Jakarta-Surabaya.
Alasannya, terdapat dua proyek yang harus diresmikannya.
""Saya buat jembatan ada air mancurnya, sayang kalau enggak saya resmikan. Saya mau pulang, mau meresmikan museum olahraga karena di situ ada jersey-nya Rudi Hartonono, raketnya Alan Budi Kusuma, saya pengin resmikan itu untuk anak-anak Surabaya,"" kata Risma seperti dilansir kumparan.com.
Namun, rangkap jabatan itu, ibunda Fuad Benardi itu dianggap melanggar alias menabrak undang-undang.
Pengacara M Sholeh melalui channel YouTube miliknya menyebut Risma melanggar dua undang-undang sekaligus.
""Soal rangkap jabatan Bu Risma sebagai wali kota Surabaya dan Menteri Sosial, pertama saya ucapkan selamat buat Bu Risma mengemban amanat baru sebagai Menteri Sosial menggantikan Juliari Batubara karena ketangkep KPK karena dugaan korupsi bansos,"" ujar Sholeh seperti disaksikan jatimnow.com, Rabu (23/12/2020) malam.
Tangkapan layar video M Sholeh dalam channel YouTube miliknya
""Saya menjadi aneh melihat rangkap jabatan ini. Mungkin satu satunya ada wali kota atau mungkin gubernur, eh dilantik dinaikkan jabatan dari wali kota jadi menteri, nggak tambah seneng, eh kok masih ngeboti (berat untuk melepas),"" tambahnya.
Ini, kata Sholeh, berbeda dengan menteri yang rangkap jabatan dengan menteri. Misalnya ada menteri yang ditangkap KPK, maka jabatannya kosong. Sambil menunggu pejabat definitif ada pejabat sementara.
""Nah ini berbeda,"" tambah Sholeh.
Menurutnya, rangkap jabatan itu tidak dibenarkan.
""Kesan yang muncul, yang saya tangkap, Bu Risma nggandoli (tidak ingin melepas) jabatan wali kota Surabaya. Yo jadi menteri, yo jadi wali kota. Dan ini tidak dibenarkan menurut saya,"" tegas Sholeh.
Sholeh pun membacakan dua undang-undang (UU) tentang larangan rangkap jabatan tersebut.
""Publik harus tahu, ada UU Pemerintah Daerah No 23/2014 Pasal 76 ayat (1) huruf h menyatakan kepala daerah dan wakil kepala daerah dilarang merangkap jabatan sebagai pejabat negara lainnya, sebagaimana ditetapkan dalam ketentuan dalam peraturan perundang-undangan,"" paparnya.
""Wong wali kota menjabat dengan kepala BUMN aja nggak boleh, apalagi menjabat menteri. Menteri itu punya kesibukan yang luar biasa. Mungkin lebih sibuk daripada wali kota. Karena urusannya se nasional. Menteri Sosial ngurusi Bansos Covid, ngurusi bencana alam, macem-macem,"" sambung Sholeh.
Lalu Sholeh memaparkan Pasal 23 UU Kementerian Negara Nomor 39/2008 yang menyatakan menteri dilarang merangkap jabatan sebagai pejabat negara lainnya sesuai peraturan perundang-undangan.
""Jadi ada dua undang-undang. Undang-undang Pemerintah Daerah dan Undang-undang Kementerian Negara yang melarang rangkap jabatan,"" tegasnya.
""Supaya apa? Supaya fokus jadi menteri, ojo (jangan) ngurusi wali kota maneh (lagi). Sudah ada wakil wali kota. Yang nantnya mestinya Bu Risma itu mundur, maka wakil wali kota itu diangkat menjadi pejabat sementara, atau plt atau pj di situ,"" ulas Sholeh.
Sholeh juga menyinggung bahwa Risma punya catatan tidak pernah cocok dengan Wakil Wali Kota Whisnu Sakti Buana.
""Publik yang harus tahu, bahwa Bu Risma ini tidak pernah cocok, tidak pernah akur dengan wakil wali kota. Makanya kapan lalu saya bikin podcast, bagaimana pernyataan kakak kandung wakil wali kota yang menceritakan tidak pernah dikasih peran selama hampir 10 tahun jadi wakil wali kota,"" ungkapnya.
Dari itulah, Sholeh menilai bahwa Risma tidak ingin Whisnu Sakti menjadi wali kota Surabaya.
""Kesan yang muncul, kayak kayak Bu Risma ini tidak mau Whisnu menjabat sebagai wali kota. Makanya Bu Risma izin kepada Jokowi. Mestinya ya sudahlah mundur. Meskipun ini kan sisa dua bulan. Akhir Februati Informasinya habis masa jabatan sebagai wali kota. Ngapain sih digandoli. Kalau riwa riwi Jakarta-Surabaya, ya menjadi aneh,"" jelasnya.
""Kaya ini Surabaya kondisi darurat, tidak ada wakil wali kota, tidak ada Pj yang diangkat gubernur, maka Bu Risma double riwa riwi,"" tambah Sholeh.
Sholeh juga meminta ketegasan semua pihak atas pernyataan Risma tersebut.
""Saran saya presiden harus tegas, menteri dalam negeri harus tegas, gubernur harus tegas melarang rangkap jabatan. Karena ini menjadi preseden buruk. Kesan yang muncul sehingga orang menganggap ohh ini tidak lilo (ikhlas), tidak legowo (besar hati) kalau Whisnu Sakti Buana itu menjabat sebagai wali kota Surabaya,"" pungkasnya.",PERISTIWA
3,https://jatimnow.com/baca-32321-innova-tabrak-pembatas-jalan-tol-pandaan-dua-orang-terluka,"Selasa :
22 Desember 2020 : 14:33:33","Innova Tabrak Pembatas Jalan Tol Pandaan, Dua Orang Terluka","jatimnow.com - Mobil Toyota Innova dengan nopol D 1250 AIP mengalami kecelakaan tunggal di Tol Pandaan-Malang, Kecamatan Sukorejo, Kabupaten Pasuruan, sekitar pukul 10.30 Wib, Selasa (22/12/2020). Dari 6 penumpang, dua di antaranya terluka.
""Dua penumpang mengalami luka ringan akibat kecelakaan tunggal tersebut. Untuk identitasnya didata Unit Laka Polres Pasuruan. Saat ini keduanya sudah dievakuasi ke rumah sakit untuk pertolongan medis,"" jelas Kanit 4 Sat PJR Polda Jatim, AKP Imam Mahmudi.
Sementara sopir Innova Reborn bernama Ali Perwira Negara (32), warga Mustika Hegar Regency, Margasari, Kota Bandung bersama tiga penumpang lainnya selamat.
Menurut Imam, mobil Innova itu melaju dari selatan ke utara berada di lajur cepat. Sampai di KM 64.400, ban bagian depan kanan pecah hingga kendaraan hilang kemudi dan oleng ke kanan lalu menabrak beton pembatas.
""Setelah menabrak beton pembatas, pengemudi membanting setir ke kiri lalu menabrak guadrail dan terpental ke kanan hingga akhirnya kendaraan berhenti di lajur cepat,"" bebernya.
Selain menyebabkan dua penumpang mengalami luka, kecelakaan tunggal ini membuat bodi mobil ringsek di bagian depan dan belakang kanan.
""Pemicu terjadinya kecelakaan ini diduga pengemudi mobil kurang mengecek kondisi mobilnya,"" terangnya.
Setelah mengamankan arus lalu lintas di TKP, Sat PJR Polda Jatim dan Jasamarga kemudian menderek kendaraan tersebut ke Pool Derek Gerbang Tol Purwodadi.",PERISTIWA
4,https://jatimnow.com/baca-32290-hilang-kendali-truk-kontainer-muat-kayu-terguling-dan-tabrak-pajero,"Minggu :
20 Desember 2020 : 14:04:46","Hilang Kendali, Truk Kontainer Muat Kayu Terguling dan Tabrak Pajero","jatimnow.com - Truk memuat kontainer berisi kayu glugu bernopol L 9286 UQ terguling dan menabrak mobil Pajero nopol H 90 LP di kawasan Bundaran Waru sisi timur Surabaya, Minggu (20/12/2020).
Truk trailer itu dikemudikan oleh Djalil (55), asal Dusun Balun LR II Timur, Cepu. Sedangkan Pajero dikemudikan Ananda Dwi Ardiyanto (23), warga Desa Karas, Rt 01 Rw 03, Magetan.
Kanit Laka Sat Lantas Polrestabes Surabaya, AKP Muhammad Fakih mengatakan peristiwa itu terjadi pada pukul 05.30 Wib.
""Truk melaju dari arah barat ke timur dan saat belok ke kanan ke arah selatan karena kecepatan sekitar 30 - 40 kilometer per jam sehingga hilang keseimbangan muatan (kontainer muatan kayu glugu sekitar 25 ton) oleng ke kiri dan terguling,"" kata AKP Muhammad Fakih.
""Setelah terguling kemudian terjadi laka lantas dengan Pajero yang berjalan dari arah utara ke selatan di samping kirinya. Tidak ada korban dalam peristiwa tersebut,"" imbuhnya.
   ",PERISTIWA
5,https://jatimnow.com/baca-32212-agya-pecah-ban-di-tol-tabrak-pikap-lalu-terguling-pengemudi-tewas,"Rabu :
16 Desember 2020 : 14:23:38","Agya Pecah Ban di Tol: Tabrak Pikap Lalu Terguling, Pengemudi Tewas","jatimnow.com - Mobil Toyota Agya dengan nopol W 1266 BR mengalami kecelakaan di Tol Romokalisari-Tandes Barat, Surabaya, Rabu (16/12/2020). Kecelakaan ini mengakibatkan pengemudi mobil tewas.
Kasat Patroli Jalan Raya (PJR) Polda Jatim, Kompol Dwi Sumrahadi menyebut, kecelakaan itu terjadi sekitar pukul 07.02 Wib. Pengemudi yang tewas itu bernama Ita Putri Hariyanti (25), warga Pongangan, Manyar, Gresik.
""Iya mas, korban yang mengemudikan Agya meninggal dunia. Ini masih kita lakukan penyelidikan,"" ujar Dwi saat dikonfirmasi jatimnow.com.
Dwi menjelaskan, kecelakaan bermula saat mobil yang dikemudikan korban mengalami pecah ban. Diduga pengemudi tidak bisa menguasai laju mobilnya hingga mobil itu menabrak barrier beton hingga akhirnya terpental beberapa kali sebelum menghantam pikap dan berbalik arah serta terguling.
""Kendaraan korban mengalami pecah ban depan sebelah kiri. Sehingga kendaraan tidak terkontrol kemudian menabrak barrier beton yang ada di sebelah kiri. Setelah menabrak pikap yang melaju di sebelah kiri, mobil korban mental lagi lalu berbalik arah,"" jelasnya.
Sementara pengemudi pikap bernopol L 9713 BFN bernama Abdul Kowi (25) warga Dr Soetomo, Tlogo Patut, Gresik selamat dari kecelakaan tersebut dan sempat membantu korban sebelum dilarikan ambulans ke Rumah Sakit Ibnu Sina Gresik.
Sedangkan mobil korban dan mobil pikap yang terlibat kecelakaan diamankan ke Poll Romokalisari.",PERISTIWA
6,https://jatimnow.com/baca-32190-sepeda-tertabrak-motor-di-ponorogo-satu-orang-tewas,"Selasa :
15 Desember 2020 : 10:36:58","Sepeda Tertabrak Motor di Ponorogo, Satu Orang Tewas","jatimnow.com - Kecelakaan melibatkan motor dan sepeda terjadi di Jalan MT Haryono, Kelurahan Jingglong, Kecamatan/Kabupaten Ponorogo, sekitar pukul 07.00 Wib, Selasa (15/12/2020). Satu orang tewas dalam kecelakaan ini.
Kanit Laka Satlantas Polres Ponorogo, Ipda Imammudin mengatakan, selain satu orang meninggal dunia, kecelakaan juga mengakibatkan satu orang lainnya mengalami luka.
Kecelakaan bermula saat sepeda angin yang dikayuh Slamet (65), warga Kelurahan Mangkujayan menyeberang dari Jalan Prajuritan menuju Jalan Sumatera melintasi Jalan MT Haryono.
Saat sepeda itu menyeberang, melaju motor Honda CBR bernopol AE 3327 WC yang dikendarai Diva Aryo Bima Susanto (18). Karena jarak terlalu dekat, kecelakaan tidak terhindarkan.
Akibat kecelakaan, pengendara motor terjatuh, begitupula pengayuh sepeda. Pengendara motor mengalami luka gigi tanggal, bibir robek, dagu lecet, tangan dan kaki lecet.
""Pengayuh sepeda mengalami luka pada kepala kanan dan meninggal dunia di lokasi kejadian,"" jelas Imammudin.
Setelah mendapat laporan, Unit Laka Satlantas Polres Ponorogo menuju lokasi dan langsung mengevakuasi korban luka maupun meninggal untuk dibawa ke Rumah Sakit Muhammadiyah setempat.",PERISTIWA
7,https://jatimnow.com/baca-32129-truk-boks-tabrak-pembatas-jembatan-hingga-terguling-2-orang-terluka,"Jumat :
11 Desember 2020 : 12:50:06","Truk Boks Tabrak Pembatas Jembatan hingga Terguling, 2 Orang Terluka","jatimnow.com - Truk boks mengangkut buah terguling setelah menabrak pembatas jembatan di Jalan Raya Ponorogo-Madiun, tepatnya di Desa Mlilir, Kecamatan Dolopo, Kabupaten Madiun, Jumat (11/12/2020). Kecelakaan itu mengakibatkan dua orang luka-luka.
Kanit Laka Sat Lantas Polres Madiun, Ipda Johan Ariadi mengatakan truk boks bernopol L 9239 VZ dikemudikan oleh Ferdian (28) asal Kabupaten Kediri. Ia melaju dari arah utara menuju selatan.
Dari keterangan saksi dan olah TKP, truk boks itu sempat oleng sebelum menabrak pembatas jembatan dan terguling hingga muatan buah berhamburan.
""Dugaannya pengemudi mengantuk dan oleng kemudian menabrak pembatas jembatan,"" katanya.
Sopir mengalami luka lecet dan kernet yang bernama Nanang (35), warga Kabupaten Klaten, Jawa Tengah mengalami patah tulang
""Untuk sopir maupun kernet dibawa ke rumah sakit umum daerah Ponorogo,"" pungkasnya.",PERISTIWA
8,https://jatimnow.com/baca-32121-kecelakaan-dua-kendaraan-di-pasuruan-biker-asal-sidoarjo-tewas,"Kamis :
10 Desember 2020 : 18:10:29","Kecelakaan Dua Kendaraan di Pasuruan, Biker asal Sidoarjo Tewas","jatimnow.com - Kecelakaan terjadi di Jalan Raya Surabaya-Malang, Kelurahan Petungasri, Kecamatan Pandaan, Kabupaten Pasuruan sekitar pukul 05.45 Wib, Kamis (10/12/2020). Satu orang tewas akibat kecelakaan itu.
Kecelakaan melibatkan motor Honda Beat dengan nopol W 5524 TX dan truk tangki air bernopol N 9508 UT. Korban tewas yaitu pengendara motor (biker) bernama Aldi Sutrisno (22), warga Pondok Sidokare Asri Blok, Kecamatan/Kabupaten Sidoarjo.
Sedangkan penumpang motor bernama Baigaki (20) warga Desa Langkap, Kecamatan Bangsalsari, Kabupaten Jember mengalami luka dan sudah dirawat di Rumah Sakit Sahabat Sukorejo.
""Kecelakaan itu mengakibatkan pengendara motor tewas dan penumpangnya terluka,"" jelas Kanit Laka Satlantas Polres Pasuruan, Iptu Marti.
Marti menjelaskan, kecelakaam bermula saat motor tersebut melaju dari utara menuju selatan dengan kecepatan sedang. Motor ini melintas di jalan basah pascahujan.
Sampai di TKP, korban diduga tidak dapat menguasai laju kendaraannya hingga oleng ke kanan masuk ke jalur berlawanan. Di jalur ini melaju truk tangki air yang disopiri Zainul Arifin (42), warga Desa Kandangan, Kecamatan Krembung, Kabupaten Sidoarjo.
""Motor itu kemudian bertabrakan dengan truk,"" tambah Marti.
Akibatnya, motor korban ringsek hingga joknya terlepas. Sementara bodi depan truk tangki juga ringsek.
""Semua kemdaraan sudah kita evakuasi ke Pos Lantas Pandaan,"" pungkasnya.",PERISTIWA
9,https://jatimnow.com/baca-32033-pemotor-asal-madiun-tewas-tertabrak-truk-di-surabaya,"Senin :
07 Desember 2020 : 18:54:50",Pemotor asal Madiun Tewas Tertabrak Truk di Surabaya,"jatimnow.com - Seorang pengendara motor tewas tertabrak truk kontainer di Jalan Raya Sememi, Surabaya, sekitar pukul 09.30 Wib, Senin (7/12/2020). Kecelakaan terjadi diduga lantaran motor oleng saat mendahului truk tersebut.
Korban bernama Sunarji (44), warga Jalan Duyung, Griya Segaran Permai, Purworejo, Geger, Madiun. Sementara truk kontainer itu disopiri Yanwar Lestyanto (34), warga Tenggak Sidoharjo, Sragen, Jawa Tengah.
Kecelakaan berawal saat truk kontainer bernopol L 8221 UY melintas di kawasan Jalan Raya Sememi, Surabaya ke arah timur. Saat itu, korban yang mengendarai motor Honda Revo L 5846 FT hendak mendahului truk kontainer dari sisi kiri.
Namun diduga tidak mampu menguasai laju kendaraannya karena ada pengendara lain yang melintas di depannya, motor korban oleng dan menyerempet truk hingga korban terjatuh dan tertabrak roda belakang truk.
Anggota Unit Laka Lantas Polrestabes Surabaya yang mendapatkan laporan langsung menuju lokasi untuk melakukan olah TKP dan mengevakuasi jasad korban. Sedangkan sopir truk juga langsung diamankan untuk dimintai keterangan.
Kanit Laka Satlantas Polrestabes Surabaya, AKP M Faqih mengaku jika hingga saat ini pihaknya masih melakukan pemeriksaan intensif terhadap sopir truk.
""Masih dalam penyelidikan. Sopir dan sejumlah saksi masih kami periksa untuk mengetahui penyebab pasti terjadinya kecelakaan tersebut. Nanti perkembangannya kita sampaikan lagi,"" ujar Faqih.
Akibat kecelakaan ini, Jalan Raya Sememi sempat mengalami kemacetan. Sejumlah petugas gabungan berada di lokasi untuk membantu mengurai kemacetan tersebut.",PERISTIWA
